LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_LENGTH,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,LOC_TOTAL,Defective
20,9,4,16,5,8,2,3,23,1,57,130.74,11.41,17020.6,241,945.59,1491.75,4,8,20,116,125,61,12,87,58,1
0,5,5,8,3,4,2,3,14,1,8,24.59,11.38,3181.51,57,176.75,279.69,2,4,13,26,31,16,14,9,8,0
7,7,4,16,4,8,2,4,17,1,17,20.9,18.5,7152.97,76,397.39,386.65,4,8,15,37,39,17,17,38,19,0
50,22,3,20,15,8,2.5,8,46,7,79,48.32,49.43,118064.59,391,6559.14,2388.43,6,10,33,174,217,44,25,143,86,0
15,13,3,22,7,10,2.2,4,25,4,21,47.71,15.97,12167.64,135,675.98,761.92,6,11,20,62,73,33,17,52,25,1
33,29,7,52,15,24,2.17,8,65,3,52,80.65,25.1,50799.32,306,2822.18,2024.1,14,26,52,139,167,72,26,115,61,0
0,3,0,4,2,2,2,1,6,1,11,15.7,10.63,1772.22,40,98.46,166.8,1,2,6,17,23,8,10,12,11,0
2,5,0,8,3,4,2,1,9,1,2,59.38,12.02,8577.83,136,476.55,713.72,2,4,8,59,77,27,11,15,12,0
16,11,13,24,6,12,2,5,45,1,59,66.95,25.45,43359.38,268,2408.85,1703.82,6,12,41,123,145,58,24,107,62,0
4,3,4,4,2,2,2,2,8,1,10,20.51,4.57,428.64,24,23.81,93.77,1,2,8,8,16,7,8,29,10,0
18,17,5,32,9,16,2,6,35,1,33,48.39,35.46,60838.51,301,3379.92,1715.83,8,16,28,146,155,35,17,69,39,0
13,3,2,4,2,2,2,1,15,1,33,56.88,16.48,15453.19,175,858.51,937.57,1,2,15,71,104,28,13,58,33,0
1,11,1,18,6,8,2.25,2,25,5,23,18.18,25.38,11715.15,96,650.84,461.51,5,9,21,44,52,13,15,25,23,0
4,19,2,28,10,10,2.8,9,33,1,12,17.25,32.88,18654.39,118,1036.34,567.27,9,14,25,57,61,13,15,17,12,0
1,5,1,4,3,2,2,2,10,1,14,18.75,7.09,942.84,29,52.38,132.96,1,2,9,12,17,11,13,16,14,0
14,21,3,36,11,16,2.25,5,40,5,69,84.72,25.33,54371.71,329,3020.65,2146.25,10,18,31,152,177,69,23,125,74,0
10,15,2,24,8,10,2.4,4,26,1,23,40.2,22.79,20877.45,171,1159.86,916.14,7,12,20,79,92,26,15,46,26,0
1,3,1,4,2,2,2,1,9,1,12,22.73,11.5,3005.44,57,166.97,261.33,1,2,9,23,34,12,12,14,12,0
9,3,0,6,2,2,3,1,5,1,5,16.12,7.5,906.96,29,50.39,120.93,2,3,5,12,17,8,10,23,6,0
11,13,3,24,7,12,2,4,25,1,22,49.25,15.23,11417.37,135,634.3,749.87,6,12,20,59,76,31,16,52,31,1
1,3,2,4,2,2,2,2,7,1,13,44.01,5.85,1506.22,53,83.68,257.47,1,2,7,26,27,20,9,15,13,0
1,5,2,6,3,2,3,2,10,3,10,14.12,10.89,1674.72,34,93.04,153.8,2,3,9,14,20,9,14,12,10,0
28,7,3,10,4,4,2.5,2,14,3,16,40.48,11.25,5123.16,85,284.62,455.39,3,5,12,39,46,26,15,78,20,1
1,3,1,4,2,2,2,2,7,1,5,10.99,6.4,449.97,19,25,70.31,1,2,7,8,11,5,8,7,5,0
18,14,9,18,8,8,2.25,4,33,3,48,51.88,14.58,11021.37,127,612.3,756.18,5,9,27,53,74,40,22,88,50,0
18,11,5,16,6,6,2.67,6,27,5,19,28.88,30.38,26642.14,171,1480.12,877.11,5,8,23,81,90,20,15,42,19,1
19,9,4,16,5,8,2,5,23,1,45,71.31,24.66,43378.78,286,2409.93,1758.83,4,8,20,135,151,52,19,72,47,0
6,5,1,8,3,4,2,2,14,1,22,66.13,15.71,16316.58,185,906.48,1038.72,2,4,13,87,98,36,13,36,23,0
2,9,2,16,5,8,2,2,23,1,9,13.72,23.38,7494.65,66,416.37,320.63,4,8,20,33,33,12,17,16,10,0
0,5,6,8,3,4,2,2,21,1,19,32.45,13.89,6264.19,91,348.01,450.83,2,4,20,44,47,19,12,21,20,0
15,5,3,8,3,4,2,2,13,1,15,38.86,14.28,7924.93,105,440.27,554.97,2,4,12,51,54,25,14,55,18,0
9,11,4,20,6,10,2,6,23,1,44,80.39,9.26,6897.13,130,383.17,744.63,5,10,19,57,73,40,13,59,46,0
6,5,1,6,3,2,3,2,9,3,12,20.31,10.77,2355.5,46,130.86,218.72,2,3,8,20,26,13,14,20,12,0
2,25,0,48,13,24,2,1,49,1,2,102.19,7.18,5262.9,136,292.38,733.36,12,24,38,61,75,34,8,18,15,1
8,3,4,4,2,2,2,1,11,1,14,41.25,14.67,8873.33,121,492.96,605,1,2,11,56,65,21,11,23,14,1
2,39,1,76,20,38,2,2,66,1,54,70.18,13.46,12721.96,162,706.78,944.93,19,38,48,69,93,41,16,60,54,0
1,3,1,4,2,2,2,2,6,1,9,11.82,10.83,1386.67,32,77.04,128,1,2,6,13,19,6,10,11,9,0
0,3,1,4,2,2,2,2,6,1,5,17.11,5.14,452.57,22,25.14,88,1,2,6,8,14,7,9,6,5,0
8,3,4,4,2,2,2,1,10,1,34,114.44,11.44,14989.46,209,832.75,1309.76,1,2,10,103,106,63,14,47,34,0
2,5,2,8,3,4,2,2,11,1,10,12.06,16.88,3435.08,45,190.84,203.56,2,4,10,18,27,8,15,13,10,0
7,13,2,18,7,6,3,4,19,5,20,24.63,17.41,7465.7,85,414.76,428.77,6,11,14,37,48,17,16,33,24,0
30,61,12,98,31,38,2.58,13,108,23,128,96.71,39.62,151799.12,565,8433.28,3831.47,30,50,79,256,309,84,26,223,132,0
0,5,3,8,3,4,2,3,15,1,8,17.66,11.5,2336,47,129.78,203.13,2,4,14,23,24,10,10,9,8,0
21,11,3,20,6,10,2,2,30,1,52,54.14,19.23,20023.61,177,1112.42,1041.23,5,10,26,75,102,39,20,132,52,1
0,7,0,10,4,4,2.5,1,11,4,11,17.45,11.69,2385.64,42,132.54,204.04,3,5,9,19,23,13,16,12,11,0
8,3,3,4,2,2,2,2,7,1,9,24.89,7,1219.6,38,67.76,174.23,1,2,7,14,24,12,12,20,10,0
2,17,0,30,9,14,2.14,1,31,9,16,9.47,31.5,9393.71,69,521.87,298.21,8,15,24,21,48,5,15,19,16,0
11,5,6,8,3,4,2,1,22,1,31,87.22,17.4,26406.88,252,1467.05,1517.64,2,4,21,116,136,50,15,70,31,0
5,13,4,24,7,12,2,6,32,6,21,29.99,22.05,14580.32,126,810.02,661.24,6,12,27,49,77,20,18,35,24,0
5,3,2,4,2,2,2,2,9,1,14,25.22,9.21,2138.11,50,118.78,232.19,1,2,9,17,33,12,13,20,14,0
2,7,2,10,4,4,2.5,2,13,1,10,16.12,14.3,3299.03,51,183.28,230.7,3,5,11,22,29,10,13,13,10,0
26,13,7,24,7,10,2.4,7,33,1,33,60.18,27.5,45509.93,270,2528.33,1654.91,7,12,28,120,150,48,22,91,38,1
11,7,2,12,4,6,2,2,15,1,27,55.45,9.21,4707.63,96,261.52,510.91,3,6,13,43,53,28,12,46,27,0
2,15,0,24,8,10,2.4,1,25,7,11,11.15,24,6421.58,60,356.75,267.57,7,12,19,18,42,6,16,14,11,0
0,7,2,12,4,6,2,2,15,1,12,15.35,20.67,6557.23,66,364.29,317.29,3,6,13,31,35,12,16,13,12,0
1,15,3,28,8,14,2,6,32,6,29,25.81,30.07,23331.58,143,1296.2,775.96,7,14,26,63,80,22,21,31,29,0
0,11,1,8,8,4,2,1,22,1,17,16.16,19.2,5956.4,66,330.91,310.23,2,4,16,24,42,10,16,18,17,0
3,5,0,8,3,4,2,1,10,1,10,9.15,16.25,2416.01,35,134.22,148.68,2,4,9,15,20,6,13,14,10,0
1,3,0,4,2,2,2,1,5,1,6,10.58,7.2,548.26,20,30.46,76.15,1,2,5,8,12,5,9,8,6,0
13,5,3,8,3,4,2,2,14,1,27,43.37,15.45,10350.44,122,575.02,670.01,2,4,13,56,66,29,16,53,28,0
5,5,3,8,3,4,2,3,12,1,18,40.59,14.06,8027.2,108,445.96,570.82,2,4,11,45,63,24,15,25,19,0
0,5,2,8,3,4,2,3,11,1,18,35.13,12.41,5410.23,85,300.57,435.99,2,4,10,42,43,22,13,19,18,0
2,11,0,18,6,8,2.25,1,19,5,12,8.39,32.79,9019.28,60,501.07,275.1,5,9,15,27,33,7,17,17,13,0
0,3,0,4,2,2,2,1,7,1,8,16.35,11.5,2162,47,120.11,188,1,2,7,23,24,8,8,9,8,0
9,13,3,24,7,12,2,4,30,4,28,51.63,11.64,6990.82,107,388.38,600.77,6,12,25,48,59,33,16,42,31,0
23,13,7,22,7,10,2.2,6,31,3,33,42.89,21.47,19769.73,160,1098.32,920.78,6,11,26,73,87,34,20,84,35,0
3,3,2,4,2,2,2,2,13,1,24,30.78,18,9971.33,108,553.96,553.96,1,2,13,48,60,20,15,28,24,0
2,11,1,18,6,8,2.25,3,23,3,9,10.61,23.21,5718.84,57,317.71,246.35,5,9,19,25,32,7,13,12,9,0
14,29,8,40,15,14,2.86,6,58,10,59,46.09,53.79,133379.57,390,7409.98,2479.45,13,22,45,177,213,51,31,102,64,1
14,19,6,24,11,10,2.4,9,37,3,34,37.31,23.86,21248.49,152,1180.47,890.41,7,12,28,63,89,33,25,66,39,0
1,9,1,16,5,8,2,1,22,1,18,11.47,28,8990.21,72,499.46,321.08,4,8,19,32,40,8,14,20,18,0
14,9,2,16,5,8,2,2,18,1,24,36.88,24.87,22810.72,168,1267.26,917.18,4,8,15,79,89,27,17,52,26,0
3,31,6,56,16,26,2.15,12,63,12,41,42.81,30.67,40261.54,218,2236.75,1312.88,15,28,49,92,126,39,26,45,41,0
15,8,13,8,5,4,2,5,26,1,51,56.46,14.34,11613.3,136,645.18,809.77,2,4,23,56,80,41,21,67,51,1
6,3,2,4,2,2,2,2,10,1,14,23.73,21.92,11404.6,115,633.59,520.21,1,2,10,57,58,13,10,23,15,0
36,27,1,44,14,18,2.44,1,51,11,43,32.58,37.08,44807.95,209,2489.33,1208.3,13,22,39,89,120,30,25,115,54,0
1,1,0,4,1,2,2,1,1,1,8,13.96,6,502.57,22,27.92,83.76,1,2,2,9,13,6,8,14,8,0
1,3,2,4,2,2,2,2,6,1,6,19.76,10.5,2178.25,48,121.01,207.45,1,2,6,14,34,8,12,8,6,0
2,5,0,8,3,4,2,1,11,1,10,13.14,8.17,876.39,29,48.69,107.31,2,4,10,14,15,6,7,13,10,0
10,3,5,4,2,2,2,2,10,1,10,50.38,9.45,4498.98,98,249.94,476.08,1,2,10,42,56,20,9,34,11,0
5,3,2,4,2,2,2,2,6,1,10,16.18,6.43,668.57,26,37.14,104,1,2,6,10,16,7,9,16,10,0
11,5,1,10,3,4,2.5,2,10,1,10,18.53,11.67,2522.57,46,140.14,216.22,3,5,9,20,26,12,14,32,12,0
20,15,1,28,8,14,2,5,31,1,37,48.97,21.05,21705.36,176,1205.85,1031,7,14,25,80,96,38,20,72,37,1
11,9,3,16,5,8,2,2,20,3,21,29.73,12.89,4943.51,76,274.64,383.37,4,8,17,35,41,19,14,53,25,0
1,5,3,8,3,4,2,3,11,1,12,18.39,19.2,6779.67,70,376.65,353.11,2,4,10,32,38,15,18,14,12,0
3,5,3,8,3,4,2,3,13,1,19,55.57,7.2,2880.61,78,160.03,400.08,2,4,12,36,42,25,10,23,19,0
5,23,9,44,12,22,2,9,57,10,50,53.31,30.13,48410.46,263,2689.47,1606.54,11,22,47,113,150,45,24,58,51,0
7,3,5,4,2,2,2,2,9,1,11,41.64,7.11,2105.8,63,116.99,296.13,1,2,9,32,31,18,8,28,12,0
2,13,3,24,7,12,2,4,30,7,19,36.63,17.5,11218.74,124,623.26,641.07,6,12,25,55,69,22,14,22,19,0
10,3,2,4,2,2,2,1,7,1,17,58.95,6.3,2339.72,73,129.97,371.38,1,2,7,35,38,25,9,30,18,1
6,7,2,12,4,6,2,2,17,1,26,27.15,19.13,9929.59,108,551.64,519.19,3,6,15,51,57,16,12,42,28,0
6,3,1,4,2,2,2,2,6,1,6,18.2,6.87,860.05,30,47.78,125.1,1,2,6,11,19,8,10,30,7,0
1,7,0,12,4,6,2,1,14,1,18,40.01,5.5,1210.43,48,67.25,220.08,3,6,12,22,26,16,8,20,18,0
1,3,3,4,2,2,2,2,8,1,6,21.31,4.5,431.59,23,23.98,95.91,1,2,8,9,14,9,9,8,6,0
6,3,0,4,2,2,2,1,5,1,12,18.46,16.91,5277.76,69,293.21,312.13,1,2,5,31,38,11,12,47,12,0
0,5,2,8,3,4,2,3,11,1,10,25.87,9,2095.13,53,116.4,232.79,2,4,10,24,29,12,9,11,10,0
0,3,0,4,2,2,2,1,6,1,6,7.57,9,613.03,19,34.06,68.11,1,2,6,9,10,4,8,7,6,0
3,11,3,12,7,6,2,4,25,4,23,29.43,18.57,10146.96,102,563.72,546.47,3,6,20,43,59,22,19,27,23,0
0,5,0,6,3,2,3,1,7,3,5,13.11,4.8,301.96,17,16.78,62.91,2,3,6,6,11,5,8,6,5,0
1,9,0,16,5,8,2,1,18,5,11,8.77,18.7,3066.8,41,170.38,164,4,8,15,17,24,5,11,13,11,0
15,3,4,4,2,2,2,2,8,1,9,21.15,4.5,428.33,25,23.8,95.18,1,2,8,9,16,7,7,28,10,0
3,5,3,8,3,4,2,1,13,1,21,42.17,14.7,9112.98,111,506.28,619.93,2,4,12,49,62,30,18,33,21,0
0,3,1,4,2,2,2,2,6,1,11,21.78,5.85,745.51,30,41.42,127.44,1,2,6,13,17,10,9,12,11,0
1,3,0,4,2,2,2,1,7,1,20,54.2,22,26232.24,243,1457.35,1192.37,1,2,7,121,122,22,8,22,20,0
1,3,0,4,2,2,2,1,6,1,8,14.1,9.64,1311.43,34,72.86,136,1,2,6,15,19,7,9,11,9,0
6,5,2,8,3,4,2,1,14,1,49,47.82,55,144649.1,457,8036.06,2629.98,2,4,13,220,237,36,18,67,49,0
0,5,0,6,3,2,3,1,8,3,11,16.4,9.1,1358.43,33,75.47,149.28,2,3,7,14,19,10,13,12,11,0
14,35,3,68,18,34,2,1,103,1,39,162.87,24.2,95404.28,600,5300.24,3941.91,17,34,87,239,361,79,16,54,39,1
5,15,5,28,8,14,2,8,42,1,39,39.25,24.9,24336.47,175,1352.03,977.37,7,14,36,83,92,30,18,48,39,0
1,7,1,12,4,6,2,2,14,4,6,10.28,10,1027.99,27,57.11,102.8,3,6,12,8,19,4,10,8,6,0
11,9,12,20,5,10,2,5,32,1,48,59.96,20.2,24477.25,197,1359.85,1211.5,5,10,29,90,107,49,22,64,48,0
24,13,2,22,7,10,2.2,3,29,3,24,46.55,19.92,18476.3,157,1026.46,927.38,6,11,24,74,83,39,21,62,30,0
1,3,1,4,2,2,2,2,6,1,6,27.19,11.08,3336.31,62,185.35,301.19,1,2,6,18,44,13,16,9,7,0
8,7,2,12,4,6,2,3,29,1,33,85.6,21.6,39935.53,307,2218.64,1848.87,3,6,27,144,163,50,15,47,34,1
24,9,4,16,5,8,2,3,24,1,24,68.9,9.76,6567.21,118,364.84,672.65,4,8,21,53,65,38,14,81,31,0
7,7,4,4,5,2,2,5,14,1,35,46.83,12.27,7046.59,104,391.48,574.45,1,2,11,46,58,30,16,46,35,0
7,11,0,20,6,10,2,1,23,1,34,32.18,45,65170.26,278,3620.57,1448.23,5,10,19,132,146,22,15,43,35,0
4,5,4,6,3,2,3,2,11,3,12,27.43,7.86,1693.16,47,94.06,215.49,2,3,10,22,25,14,10,17,12,0
9,3,3,4,2,2,2,2,12,1,20,52.01,14.66,11171.75,138,620.65,762.25,1,2,12,67,71,32,14,33,20,1
3,9,0,14,5,6,2.33,1,16,4,18,30.88,8.25,2102.02,53,116.78,254.79,4,7,13,22,31,16,12,32,19,0
4,3,0,4,2,2,2,1,7,1,7,13.74,10.63,1550.69,35,86.15,145.95,1,2,7,17,18,8,10,12,7,0
2,19,3,36,10,18,2,4,40,4,24,43.97,13.19,7652.73,109,425.15,580.09,9,18,32,49,60,26,14,27,24,0
12,74,10,72,55,36,2,45,257,1,154,59.49,281.13,4701624.47,2242,261201.38,16724.05,18,36,204,893,1349,108,68,174,154,0
9,11,9,18,6,8,2.25,6,27,3,32,44,22.29,21860.16,160,1214.45,980.69,5,9,23,71,89,43,27,47,32,0
6,3,1,4,2,2,2,2,7,1,9,16.01,13,2705.09,46,150.28,208.08,1,2,7,20,26,10,13,17,10,0
2,11,3,16,6,6,2.67,4,19,6,23,31.58,13.18,5483.42,84,304.63,416.15,5,8,15,32,52,17,14,27,24,0
3,15,4,26,8,12,2.17,5,31,3,18,25.26,27.6,19238.64,131,1068.81,697.17,7,13,25,61,70,21,19,22,18,0
3,3,1,4,2,2,2,2,7,1,4,10.13,7.5,570,19,31.67,76,1,2,7,9,10,6,10,8,4,0
0,13,0,24,7,12,2,1,31,1,10,13.06,19.83,5137.44,70,285.41,259.02,6,12,26,34,36,6,7,14,11,0
13,65,3,128,33,64,2,4,189,1,56,212.2,33.39,236652.5,1045,13147.36,7086.52,32,64,158,423,622,95,15,71,56,1
8,5,5,6,3,2,3,1,13,1,15,28.04,10.32,2988.73,59,166.04,289.51,2,3,12,27,32,17,13,43,15,0
1,15,2,24,8,10,2.4,5,29,5,18,26.46,21.46,12182.6,104,676.81,567.78,7,12,23,47,57,23,21,20,18,0
0,3,0,4,2,2,2,1,6,1,7,16.82,8.33,1168.18,33,64.9,140.18,1,2,6,15,18,9,10,9,7,0
2,11,4,20,6,10,2,5,26,3,17,36.89,9.89,3605.18,70,200.29,364.66,5,10,22,29,41,22,15,21,18,0
48,5,8,6,3,2,3,2,16,3,51,173.7,9.4,15334.09,256,851.89,1632.01,2,3,15,123,133,72,11,128,53,1
0,3,1,4,2,2,2,2,5,1,8,13.45,3.6,174.36,14,9.69,48.43,1,2,5,6,8,5,6,11,8,0
1,9,0,12,5,4,3,1,14,5,10,8.7,21,3835.88,43,213.1,182.66,4,6,11,15,28,5,14,12,10,0
6,3,7,4,2,2,2,2,13,1,21,55.64,8.27,3804.87,89,211.38,460.12,1,2,13,43,46,26,10,35,23,0
0,11,4,18,6,8,2.25,4,20,6,14,16.89,18.31,5659.53,63,314.42,309.13,5,9,16,28,35,13,17,15,14,0
6,13,4,24,7,12,2,4,31,1,30,34.65,30.14,31475.69,187,1748.65,1044.39,6,12,26,92,95,29,19,40,33,0
11,3,2,4,2,2,2,1,8,1,30,86.17,6.67,3829.67,104,212.76,574.45,1,2,8,48,56,36,10,43,32,0
1,5,1,8,3,4,2,2,10,3,7,9.57,8.75,732.92,22,40.72,83.76,2,4,9,7,15,4,10,9,7,0
1,11,4,18,6,8,2.25,4,20,6,18,21.36,16,5469.43,69,303.86,341.84,5,9,16,30,39,15,16,21,19,0
8,5,0,6,3,2,3,1,7,1,11,17.39,26.25,11982.32,96,665.68,456.47,2,3,6,42,54,12,15,21,12,1
4,5,3,8,3,4,2,3,11,1,10,23.58,8.57,1732.45,43,96.25,202.12,2,4,10,20,23,14,12,15,10,0
1,107,7,198,54,92,2.15,24,219,25,75,62.26,74.54,345890.61,694,19216.15,4640.43,53,99,167,255,439,65,38,77,75,0
11,5,4,8,3,4,2,2,20,1,26,31.15,17.15,9161.25,105,508.96,534.18,2,4,19,49,56,20,14,60,32,0
4,5,1,8,3,4,2,1,12,1,7,13.09,18.45,4456.41,52,247.58,241.48,2,4,11,29,23,11,14,12,7,0
1,3,1,4,2,2,2,2,7,1,8,14.6,11.59,1961.37,36,108.96,169.22,1,2,7,17,19,11,15,10,8,0
14,11,4,20,6,10,2,3,26,1,23,41.87,14.17,8403.03,110,466.83,593.15,5,10,22,51,59,27,15,41,26,0
1,5,1,8,3,4,2,2,11,3,10,14.33,13.6,2651.33,41,147.3,194.95,2,4,10,16,25,10,17,12,10,0
16,15,3,28,8,14,2,2,36,4,64,45.22,37.82,64671.74,279,3592.87,1710.07,7,14,30,128,151,44,26,119,66,0
3,37,3,56,19,20,2.8,3,62,17,27,28.02,46.1,59529.74,238,3307.21,1291.45,18,28,45,88,150,21,22,31,27,0
4,3,1,4,2,2,2,2,5,1,6,15.02,5.71,490.5,21,27.25,85.84,1,2,5,8,13,7,10,21,7,0
0,3,1,4,2,2,2,2,6,1,6,11.86,8.67,890.92,27,49.5,102.8,1,2,6,13,14,6,8,7,6,0
2,7,1,12,4,6,2,2,13,1,12,27.54,9.9,2698.99,58,149.94,272.63,3,6,11,27,31,15,11,15,12,0
3,5,1,8,3,4,2,1,11,1,10,12.86,14.78,2807.62,42,155.98,189.99,2,4,10,19,23,9,14,18,11,0
5,7,0,10,4,4,2.5,1,12,4,13,17.83,10.4,1928.85,41,107.16,185.47,3,5,10,16,25,10,13,19,13,0
0,5,0,8,3,4,2,1,9,1,6,15.36,4.9,368.89,21,20.49,75.28,2,4,8,7,14,5,7,7,6,0
8,5,2,8,3,4,2,2,12,1,13,30.78,10.5,3393.02,63,188.5,323.14,2,4,11,28,35,20,15,32,14,0
8,3,1,4,2,2,2,2,6,1,10,21.48,7.79,1304.11,37,72.45,167.37,1,2,6,17,20,12,11,21,12,0
1,3,0,4,2,2,2,1,6,1,11,19.12,6,688.28,31,38.24,114.71,1,2,6,14,17,7,6,14,12,0
12,3,5,4,2,2,2,2,10,1,9,33.92,9.38,2981.4,62,165.63,318.02,1,2,10,25,37,20,15,37,10,0
6,7,3,12,4,6,2,4,13,1,5,23.69,4.5,479.73,28,26.65,106.61,3,6,11,12,16,8,6,20,8,0
2,3,0,4,2,2,2,1,5,1,16,25.68,12.5,4011.84,70,222.88,320.95,1,2,5,25,45,12,12,19,16,0
1,5,0,8,3,4,2,1,10,1,7,14.73,8.94,1176.94,31,65.39,131.69,2,4,9,13,18,8,11,9,7,0
9,5,2,8,3,4,2,2,10,3,13,27.86,14.03,5479.69,75,304.43,390.71,2,4,9,33,42,20,17,31,15,1
0,15,1,22,8,8,2.75,2,24,3,24,15.29,43.21,28547.12,136,1585.95,660.69,7,11,18,61,75,12,17,25,24,0
4,3,1,4,2,2,2,2,7,1,7,15.32,11,1854.11,39,103.01,168.56,1,2,7,18,21,9,11,12,7,0
11,7,6,4,5,2,2,5,19,1,30,47.28,11.03,5756.98,95,319.83,521.73,1,2,16,40,55,29,16,54,31,1
2,3,1,4,2,2,2,2,5,1,6,9.88,5.25,272.43,15,15.14,51.89,1,2,5,6,9,4,7,9,6,0
4,24,3,28,16,14,2,5,49,1,64,36.82,82.8,252471.13,488,14026.17,3048.99,7,14,35,194,294,41,35,80,74,0
11,3,0,4,2,2,2,1,6,1,41,135.48,9.97,13474.88,249,748.6,1351.14,1,2,6,123,126,37,6,66,45,0
7,9,1,14,5,6,2.33,2,14,4,7,13.09,18.67,4559.75,54,253.32,244.27,4,7,11,24,30,9,14,17,9,0
1,5,4,8,3,4,2,3,12,1,18,26.88,11.27,3412.26,63,189.57,302.86,2,4,11,26,37,15,13,20,18,0
1,13,0,20,7,8,2.5,1,21,7,13,10.33,21.25,4666.84,50,259.26,219.62,6,10,16,17,33,6,15,15,13,0
1,5,0,8,3,4,2,1,10,1,7,6.38,13.33,1134.8,23,63.04,85.11,2,4,9,8,15,3,10,9,7,0
12,7,0,10,4,4,2.5,1,11,1,59,98.29,21.87,47030.93,357,2612.83,2149.99,3,5,9,175,182,52,13,91,59,0
29,21,6,36,11,16,2.25,9,42,7,38,76.18,14.65,16348.21,186,908.23,1116,10,18,33,81,105,47,17,84,49,1
18,13,1,20,7,8,2.5,2,23,4,14,33.36,14.26,6783.7,90,376.87,475.69,6,10,18,41,49,23,16,48,18,1
1,13,1,20,7,8,2.5,3,22,1,10,13.71,21.6,6396.36,63,355.35,296.13,6,10,17,27,36,10,16,12,10,0
1,5,2,8,3,4,2,3,12,1,12,19.74,9.9,1934.51,46,107.47,195.4,2,4,11,22,24,10,9,14,12,0
6,17,2,32,9,16,2,2,36,5,24,32.25,23.09,17192.85,139,955.16,744.7,8,16,29,59,80,23,18,34,27,0
4,3,3,4,2,2,2,2,7,1,9,20.81,7.5,1170.6,35,65.03,156.08,1,2,7,15,20,11,11,16,10,0
24,13,3,24,7,12,2,3,30,1,33,66.19,24.42,39480.4,262,2193.36,1616.52,6,12,25,127,135,52,20,88,37,1
12,5,2,6,3,2,3,2,9,3,9,26.93,8.65,2013.44,47,111.86,232.85,2,3,8,21,26,17,14,31,11,0
6,3,0,4,2,2,2,1,6,1,10,26.09,6.67,1159.45,39,64.41,173.92,1,2,6,16,23,12,10,21,10,0
11,11,1,14,6,4,3.5,2,16,6,14,42.25,11.54,5625.43,91,312.52,487.54,5,9,12,40,51,26,15,40,16,1
1,3,1,4,2,2,2,2,7,1,6,11.15,9.17,936.71,25,52.04,102.19,1,2,7,10,15,6,11,8,6,0
8,5,1,8,3,4,2,2,9,1,6,12.89,11,1559.55,34,86.64,141.78,2,4,8,14,20,7,11,20,8,0
27,19,1,26,11,12,2.17,2,34,1,38,33.74,23.2,18157.82,136,1008.77,782.66,7,13,25,58,78,30,24,83,42,0
1,7,4,12,4,6,2,4,17,1,21,54.76,4.7,1211.98,52,67.33,257.62,3,6,15,23,29,22,9,25,22,0
3,3,0,4,2,2,2,1,5,1,12,14.09,13.5,2567.23,44,142.62,190.16,1,2,5,18,26,8,12,17,12,0
6,3,0,4,2,2,2,1,7,1,12,29.04,8.92,2312.39,59,128.47,259.14,1,2,7,29,30,13,8,20,12,0
7,5,2,8,3,4,2,3,11,1,8,17.81,11.08,2188.05,42,121.56,197.42,2,4,10,19,23,12,14,22,10,0
1,7,2,12,4,6,2,4,16,1,11,28.49,13.18,4947.97,83,274.89,375.46,3,6,14,41,42,14,9,13,11,0
2,3,0,4,2,2,2,1,6,1,7,9.86,6.67,438.19,19,24.34,65.73,1,2,6,5,14,3,8,14,8,0
26,25,7,44,13,20,2.2,8,56,7,68,76.65,23.49,42296.9,284,2349.83,1800.52,12,22,45,126,158,59,22,130,69,0
8,3,2,4,2,2,2,2,7,1,8,24.6,7.5,1383.58,42,76.87,184.48,1,2,7,20,22,12,9,19,10,0
2,43,0,84,22,42,2,1,85,1,2,112.1,18.1,36742.62,345,2041.26,2029.51,21,42,65,158,187,48,11,30,27,0
0,3,0,4,2,2,2,1,5,1,6,9.87,5.63,312.22,15,17.35,55.51,1,2,5,5,10,4,9,7,6,0
3,11,0,20,6,10,2,1,24,1,16,19.33,16.82,5466.44,74,303.69,325.03,5,10,20,37,37,11,10,20,16,0
0,3,0,4,2,2,2,1,6,1,6,16.82,8.33,1168.18,33,64.9,140.18,1,2,6,15,18,9,10,8,6,0
9,9,2,14,5,6,2.33,4,20,3,21,45.13,14.93,10063.19,122,559.07,673.87,4,7,17,56,66,30,16,36,22,0
1,13,1,22,7,10,2.2,6,24,6,17,44.6,12.75,7250.82,110,402.82,568.69,6,11,19,51,59,24,12,19,17,0
0,5,3,8,3,4,2,2,12,1,14,22.19,8.88,1751.63,43,97.31,197.15,2,4,11,21,22,13,11,15,14,0
24,22,9,8,17,2,4,12,48,4,68,55.44,24.38,32939.44,215,1829.97,1351.36,3,4,33,78,137,48,30,98,71,0
4,29,9,56,15,28,2,12,71,9,49,53.89,38.73,80812.65,334,4489.59,2086.81,14,28,58,158,176,51,25,57,52,0
