LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_LENGTH,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MODIFIED_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
0,1,1,1,0.2,1,1,2,1,5,8.22,9,666.08,20,37,74.01,0,3,0.14,8,12,4,9,7,0,5,0
17,35,3,22,0.48,20,0.91,63,1,46,35.98,41.03,60570.79,252,3365.04,1476.21,12,43,0.34,101,151,32,26,65,0,46,0
18,17,5,9,0.24,6,0.67,35,1,32,26.92,45.5,55737.5,245,3096.53,1225,8,28,0.13,91,154,16,16,69,34.69,38,0
9,1,4,1,0.13,1,1,5,1,8,21.89,4,350.28,23,19.46,87.57,0,6,0.05,8,15,7,7,22,27.27,8,0
3,3,1,2,0.25,2,1,5,1,7,17.84,6.19,682.86,27,37.94,110.36,1,5,0.15,11,16,8,9,13,12.5,8,1
37,15,3,8,0.15,6,0.75,35,1,46,29.04,41.61,50271.95,220,2792.89,1208.21,7,29,0.05,87,133,23,22,163,63.2,55,0
5,1,2,1,0.1,1,1,3,1,10,22.45,4.29,412.33,26,22.91,96.21,0,4,0.05,10,16,7,6,20,23.08,10,0
4,1,0,1,0.13,1,1,1,1,8,18.58,11,2247.77,57,124.88,204.34,0,2,0.07,22,35,6,6,14,0,8,0
1,1,1,1,0.25,1,1,2,1,4,10.3,4,164.84,13,9.16,41.21,0,3,0.14,4,9,3,6,7,0,4,0
34,15,5,8,0.2,4,0.5,27,1,32,40.58,25.19,25740.38,184,1430.02,1022.04,7,21,0.06,68,116,27,20,138,65.59,41,0
2,5,2,3,0.5,2,0.67,11,1,6,17.34,8.25,1180.25,35,65.57,143.06,2,10,0.21,9,26,6,11,14,0,6,0
9,7,3,4,0.15,4,1,16,1,26,23.42,21.94,11272.23,101,626.23,513.83,3,14,0.09,39,62,16,18,43,18.75,27,1
1,1,1,1,0.1,1,1,2,1,10,14.99,5.33,426.42,21,23.69,79.95,0,3,0.08,8,13,6,8,12,0,10,0
1,3,1,2,0.5,2,1,5,1,4,8.65,8,553.51,20,30.75,69.19,1,5,0.29,6,14,3,8,7,0,4,0
0,13,7,7,1,6,0.86,30,1,0,0,0,0,0,0,0,0,25,0.07,0,0,0,0,100,0,0,0
19,11,1,6,0.15,1,0.17,27,1,32,32.58,28.39,26259.72,185,1458.87,925,5,23,0.08,73,112,18,14,79,44.83,41,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
9,9,2,5,0.24,4,0.8,20,3,20,25.86,19.73,10069.57,103,559.42,510.28,4,17,0.14,37,66,15,16,36,20,21,0
10,1,5,1,0.07,1,1,6,1,14,38.55,5.41,1127.78,50,62.65,208.5,0,7,0.03,17,33,11,7,32,30,14,0
7,7,6,4,0.18,4,1,21,1,19,31.77,11.63,4293.21,72,238.51,369.31,3,19,0.11,31,41,20,15,37,32.14,22,0
16,13,1,7,0.25,3,0.43,22,6,22,17.7,38.25,25897.75,132,1438.76,677.07,6,17,0.12,51,81,14,21,57,43.59,28,0
12,21,2,11,0.16,2,0.18,59,1,53,30.35,65.33,129533.9,355,7196.33,1982.66,10,50,0.11,168,187,27,21,97,32.04,68,1
4,3,0,2,0.33,1,0.5,5,1,5,8.3,6.67,369.01,16,20.5,55.35,1,5,0.15,5,11,3,8,13,28.57,6,0
0,3,0,2,0.33,1,0.5,6,1,6,9.25,8,592.07,20,32.89,74.01,1,6,0.25,10,10,5,8,8,0,6,0
2,7,0,4,0.8,1,0.25,13,4,5,7.17,12,1032.47,24,57.36,86.04,0,11,0.44,8,16,3,9,9,0,5,0
1,5,1,3,0.5,2,0.67,10,3,6,8.38,10,837.62,22,46.53,83.76,0,9,0.33,8,14,4,10,9,0,6,0
17,5,4,3,0.08,3,1,15,1,34,41.24,31.72,41502.39,233,2305.69,1308.23,2,14,0.04,92,141,29,20,72,35.85,40,0
2,7,1,4,0.36,2,0.5,13,1,11,10.18,16.5,2771.94,43,154,168,3,11,0.27,12,31,4,11,15,0,11,0
0,1,0,1,0.13,1,1,1,1,8,15.88,7,777.94,31,43.22,111.13,0,2,0.11,10,21,5,7,9,0,8,0
1,13,1,7,0.7,3,0.43,22,1,10,14.22,20.25,5830.36,62,323.91,287.92,0,17,0.58,27,35,10,15,12,0,10,0
11,3,3,2,0.08,2,1,8,1,21,23.75,19.5,9030.08,101,501.67,463.08,1,8,0.04,39,62,12,12,47,38.24,24,1
0,5,1,3,0.43,2,0.67,10,1,6,14.06,8.67,1055.91,32,58.66,121.84,0,9,0.3,13,19,6,8,10,25,7,0
3,5,2,3,0.17,3,1,13,1,18,27.93,20.43,11656.27,120,647.57,570.59,2,12,0.13,44,76,14,13,23,0,18,0
5,3,3,2,0.13,1,0.5,8,1,15,60.71,7.71,3612.83,88,200.71,468.33,0,8,0.08,36,52,28,12,26,21.05,15,0
1,9,1,5,0.28,2,0.4,22,1,18,17.34,20.09,7000.82,76,388.93,348.46,0,19,0.25,34,42,11,13,20,0,18,0
28,31,6,16,0.16,9,0.56,59,8,95,50.7,37.73,72190.59,334,4010.59,1913.13,15,45,0.1,115,219,32,21,166,29.63,100,0
4,1,2,1,0.1,1,1,3,1,10,29.93,8.88,2362.67,58,131.26,265.93,0,4,0.06,21,37,13,11,16,0,10,0
1,1,1,1,0.13,1,1,2,1,8,12.15,16.71,3395.18,47,188.62,203.13,0,3,0.09,18,29,7,13,11,0,8,0
2,7,0,4,0.29,1,0.25,16,1,14,23.76,19,8577.24,92,476.51,451.43,0,14,0.24,38,54,15,15,17,0,14,0
11,1,4,1,0.14,1,1,5,1,7,24.37,5,609.18,32,33.84,121.84,0,6,0.04,10,22,7,7,26,46.15,7,0
9,11,1,6,0.15,3,0.5,22,6,33,28.62,39.24,44060.1,211,2447.78,1122.93,5,18,0.1,71,140,19,21,60,32.65,39,0
0,1,1,1,0.07,1,1,2,1,15,9.39,38.67,14045.29,105,780.29,363.24,0,3,0.06,29,76,3,8,17,0,15,0
3,7,2,4,0.5,3,0.75,16,1,8,17.72,10.83,2080,48,115.56,192,3,14,0.24,13,35,6,10,17,0,8,0
16,11,10,6,0.15,6,1,29,1,31,39.1,16,10008.97,121,556.05,625.56,5,25,0.09,40,81,20,16,67,36.73,40,1
37,1,10,1,0.01,1,1,107,1,107,1028.47,10.4,111346.25,1364,6185.9,10701.25,0,108,0.01,511,853,221,9,153,6.14,107,0
0,3,1,2,1,2,1,6,1,0,0,0,0,0,0,0,0,6,0.18,0,0,0,0,11,0,0,0
1,84,0,47,0.75,1,0.02,153,5,62,49.53,53.67,142651.41,450,7925.08,2658.1,0,108,0.72,161,289,36,24,65,1.59,63,0
5,1,2,1,0.25,1,1,3,1,4,11.63,2,46.53,9,2.58,23.26,0,4,0.08,2,7,2,4,13,33.33,4,0
7,5,1,3,0.27,2,0.67,10,1,8,8.09,21,3568.26,40,198.24,169.92,2,9,0.13,15,25,5,14,23,42.86,11,1
2,13,8,8,0.21,8,1,33,5,37,34.99,21.11,15596.05,133,866.45,738.76,0,27,0.19,57,76,27,20,42,5.13,39,0
2,21,3,11,0.55,3,0.27,42,3,20,21.13,30.33,19439.18,138,1079.95,640.85,0,33,0.46,56,82,12,13,24,0,20,0
1,3,0,2,0.67,1,0.5,5,1,3,14.4,7.5,810,27,45,108,0,5,0.33,9,18,6,10,6,0,3,0
3,3,1,2,0.25,2,1,5,1,7,17.09,4.57,357.2,20,19.84,78.14,1,5,0.15,8,12,7,8,13,12.5,8,1
1,9,1,5,0.28,1,0.2,22,1,18,11.83,26,7994.02,70,444.11,307.46,0,19,0.25,32,38,8,13,20,0,18,0
0,12,1,7,0.44,2,0.29,19,5,13,22.03,12,3172.85,55,176.27,264.4,4,14,0.39,18,37,12,16,18,18.75,16,0
1,13,2,7,0.35,3,0.43,28,6,20,17.27,17.55,5319.03,67,295.5,303.08,0,23,0.3,27,40,10,13,23,0,20,0
11,3,0,2,0.4,1,0.5,5,1,5,15.23,6,548.26,24,30.46,91.38,1,5,0.06,9,15,6,8,32,75,5,0
15,3,4,2,0.22,2,1,8,1,8,21.15,4.5,428.33,25,23.8,95.18,1,8,0.07,9,16,7,7,28,27.27,9,0
11,3,1,2,0.1,1,0.5,7,1,20,22.1,19.17,8119.88,95,451.1,423.65,1,7,0.05,46,49,12,10,38,20,21,0
2,1,1,1,0.33,1,1,2,1,3,10.8,2.5,67.5,9,3.75,27,0,3,0.13,3,6,3,5,8,25,3,0
5,1,2,1,0.11,1,1,3,1,9,28.28,5.25,779.42,38,43.3,148.46,0,4,0.06,12,26,8,7,18,0,9,0
2,5,2,3,0.5,2,0.67,11,1,6,17.34,8.25,1180.25,35,65.57,143.06,2,10,0.21,9,26,6,11,14,0,6,0
2,3,1,2,0.18,1,0.5,7,1,11,18.01,6.25,703.67,27,39.09,112.59,0,7,0.13,10,17,8,10,15,0,11,0
2,1,1,1,0.17,1,1,3,1,6,8.72,4,139.48,11,7.75,34.87,0,4,0.01,4,7,3,6,80,14.29,6,0
1,7,0,4,0.4,1,0.25,16,1,10,8.7,21.6,4061.3,46,225.63,188.02,0,14,0.33,18,28,5,12,12,0,10,0
8,13,1,7,0.19,2,0.29,24,5,29,22.98,22.76,11910.2,102,661.68,523.19,6,19,0.15,43,59,17,18,48,23.68,36,1
22,11,9,6,0.16,4,0.67,28,1,38,56.19,18.28,18778.17,182,1043.23,1027.18,5,24,0.08,65,117,32,18,78,29.63,38,0
13,11,2,6,0.12,4,0.67,23,1,48,35.29,31.25,34462.66,202,1914.59,1102.81,5,19,0.06,75,127,24,20,95,40,50,0
4,3,2,2,0.18,2,1,8,1,11,15.45,11,1869.09,40,103.84,169.92,1,8,0.11,16,24,8,11,19,15.38,11,0
4,27,5,14,0.41,14,1,61,14,34,36.12,34.34,42589.6,230,2366.09,1240.23,0,49,0.22,101,129,25,17,65,27.66,34,0
15,6,1,5,0.17,5,1,16,1,30,25.36,25.88,16988.95,126,943.83,656.39,0,13,0.09,44,82,17,20,53,16.67,30,0
0,5,1,3,0.6,2,0.67,11,1,5,4.61,13.5,840.64,18,46.7,62.27,0,10,0.5,6,12,2,9,6,0,5,0
7,26,11,16,0.19,12,0.75,57,8,81,41.54,53.56,119157.6,355,6619.87,2224.71,9,43,0.16,122,233,41,36,99,10,85,0
3,51,9,26,0.33,16,0.62,108,22,80,59.54,44.94,120228.24,438,6679.35,2675.53,0,84,0.3,192,246,47,22,86,2.44,80,0
24,9,3,5,0.14,4,0.8,24,1,30,30.18,28,23660,169,1314.44,845,4,21,0.06,72,97,18,14,77,42.31,36,0
1,9,0,5,0.56,1,0.2,17,3,9,8.93,15.75,2214.71,38,123.04,140.62,0,14,0.42,14,24,4,9,12,0,9,0
3,7,3,4,0.5,3,0.75,16,1,8,20.85,10,2084.61,51,115.81,208.46,3,14,0.24,14,37,7,10,17,0,8,0
0,5,1,3,0.38,2,0.67,10,1,7,15.56,9,1260,35,70,140,0,9,0.27,14,21,7,9,11,22.22,8,0
13,11,2,6,0.25,2,0.33,24,1,23,14.74,29.17,12541.67,86,696.76,430,5,20,0.15,35,51,12,20,39,4.17,24,0
8,3,4,2,0.11,2,1,8,1,10,33.28,9.97,3306.02,69,183.67,331.71,1,8,0.06,23,46,15,13,34,58.33,19,1
28,9,4,5,0.14,5,1,23,1,32,39.89,20.67,17036.72,168,946.48,824.36,4,20,0.06,62,106,18,12,89,46.67,37,0
9,11,3,6,0.16,6,1,24,1,35,34.2,29.65,30059.84,201,1669.99,1013.92,5,20,0.1,63,138,17,16,59,27.08,38,1
3,7,3,4,0.5,3,0.75,16,1,8,21.13,9.29,1821.84,48,101.21,196.2,3,14,0.24,13,35,7,10,17,0,8,0
22,13,4,7,0.27,5,0.71,30,1,18,32.65,14.37,6740.64,93,374.48,469.13,6,25,0.1,39,54,19,14,72,63.27,26,0
2,5,2,3,0.43,2,0.67,11,1,7,18.58,9.43,1651.29,42,91.74,175.14,0,10,0.2,12,30,7,11,15,0,7,0
1,13,1,7,0.41,6,0.86,24,6,17,29.56,17.53,9086.14,109,504.79,518.28,0,19,0.37,51,58,16,11,19,0,17,0
0,3,1,2,0.29,1,0.5,6,1,7,19.99,4,319.82,21,17.77,79.95,0,6,0.22,6,15,6,8,9,0,7,0
0,1,1,1,0.2,1,1,2,1,5,13.32,3.5,163.12,13,9.06,46.6,0,3,0.14,5,8,5,7,7,0,5,0
1,3,1,2,0.25,2,1,7,1,8,14.86,9.6,1369.94,32,76.11,142.7,0,7,0.2,16,16,10,12,10,0,8,0
2,1,0,1,0.11,1,1,1,1,9,15.4,11,1863.6,51,103.53,169.42,0,2,0.08,22,29,5,5,13,0,9,0
23,23,10,12,0.21,6,0.5,67,6,50,117.86,30.67,110843.58,533,6157.98,3614.46,11,57,0.11,232,301,87,23,105,35.06,58,1
0,9,1,5,1,4,0.8,18,4,0,0,0,0,0,0,0,0,15,0.45,0,0,0,0,11,0,0,0
1,1,3,1,0.2,1,1,5,1,5,25,1.8,81,15,4.5,45,0,6,0.13,6,9,5,3,8,0,5,0
3,11,4,6,0.46,5,0.83,26,1,13,26.14,14.06,5163.5,85,286.86,367.36,0,22,0.27,23,62,9,11,22,0,13,0
7,1,1,1,0.07,1,1,2,1,6,21.37,13.3,3780.76,62,210.04,284.27,0,3,0.03,19,43,10,14,29,70,14,1
0,5,2,3,0.33,3,1,11,1,9,15.35,10.67,1746.31,43,97.02,163.72,0,10,0.27,16,27,6,8,11,0,9,0
3,1,1,1,0.25,1,1,2,1,4,14.99,3,134.92,13,7.5,44.97,0,3,0.08,5,8,5,6,13,50,4,0
0,1,4,1,0.2,1,1,5,1,5,34.06,3,306.56,25,17.03,102.19,0,6,0.14,11,14,11,6,7,0,5,0
1,3,0,2,0.33,1,0.5,5,1,6,9.6,6.13,360.21,17,20.01,58.81,0,5,0.22,7,10,4,7,9,0,6,0
14,13,3,7,0.23,4,0.57,29,5,27,12.36,44.1,24032.81,110,1335.16,544.96,6,24,0.11,42,68,10,21,65,44.9,30,0
7,33,2,17,0.17,7,0.41,60,6,86,28.06,80.83,183341.27,404,10185.63,2268.34,0,45,0.11,143,261,23,26,153,31.75,100,0
1,17,0,9,0.47,1,0.11,29,9,19,19.68,25.33,12630.47,98,701.69,498.57,0,22,0.43,40,58,15,19,21,0,19,0
5,5,1,3,0.21,1,0.33,10,1,13,19.01,14.67,4089.46,58,227.19,278.83,2,9,0.14,22,36,12,16,21,7.14,14,1
23,21,2,11,0.14,8,0.73,44,1,66,44.4,36.47,59060.03,321,3281.11,1619.25,10,35,0.09,99,222,19,14,119,29.79,79,1
0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0
2,13,1,7,0.64,5,0.71,25,6,11,7.1,27.62,5419.98,48,301.11,196.2,0,20,0.5,17,31,4,13,14,0,11,0
0,1,1,1,0.25,1,1,2,1,4,11.84,5.63,374.67,18,20.81,66.61,0,3,0.17,5,13,4,9,6,0,4,0
1,11,0,6,0.6,1,0.17,19,5,10,9.15,19.2,3374.61,43,187.48,175.76,0,15,0.46,16,27,5,12,13,0,10,0
30,21,5,11,0.27,3,0.27,47,1,34,45.21,24.8,27807.82,203,1544.88,1121.28,10,38,0.09,93,110,30,16,118,60.92,41,0
15,11,4,6,0.33,5,0.83,28,1,18,26.43,17.45,8053.59,102,447.42,461.4,5,24,0.15,32,70,11,12,39,0,18,0
5,9,2,5,0.28,4,0.8,17,1,17,17.71,13.85,3394.73,51,188.6,245.18,0,14,0.11,24,27,13,15,45,55.26,18,0
2,15,0,8,0.8,1,0.13,25,7,10,9.44,27,6884.83,59,382.49,254.99,0,19,0.57,18,41,5,15,14,0,10,0
31,25,3,13,0.22,3,0.23,45,9,39,36.37,41.48,62590.96,266,3477.28,1508.87,12,34,0.11,101,165,28,23,120,55.17,58,1
1,3,0,2,0.4,1,0.5,6,1,5,7.62,8,487.55,17,27.09,60.94,1,6,0.25,8,9,4,8,8,0,5,0
14,25,8,13,0.16,8,0.62,61,7,76,57.88,39.06,88285.54,391,4904.75,2260.51,0,50,0.11,148,243,36,19,119,24,79,0
1,1,0,1,0.5,1,1,1,1,2,5.8,2,23.22,5,1.29,11.61,0,2,0.2,1,4,1,4,5,0,2,0
28,28,13,19,0.15,14,0.74,69,5,110,72.82,37.62,103078.67,421,5726.59,2739.78,6,52,0.12,153,268,61,30,155,12,125,0
2,15,6,8,0.31,8,1,35,1,26,25.59,23.5,14132.38,113,785.13,601.38,0,29,0.18,47,66,20,20,45,3.7,26,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
26,9,3,5,0.17,3,0.6,22,1,22,29.78,16.47,8078.25,99,448.79,490.47,4,19,0.06,40,59,17,14,81,59.26,29,0
2,1,1,1,0.2,1,1,2,1,5,17.22,4.08,287.09,19,15.95,70.31,0,3,0.11,7,12,6,7,9,0,5,0
8,17,5,10,0.37,6,0.6,38,1,23,26.68,23.54,14784.08,128,821.34,628.08,0,30,0.22,36,92,13,17,45,25.81,27,0
0,5,2,3,0.6,3,1,10,1,5,13.34,10,1334.38,32,74.13,133.44,0,9,0.5,10,22,6,12,6,0,5,0
6,1,2,1,0.13,1,1,3,1,8,25.29,7.22,1319.22,43,73.29,182.66,0,4,0.06,13,30,9,10,18,20,8,0
0,7,1,4,1,2,0.5,14,3,0,0,0,0,0,0,0,0,12,0.33,0,0,0,0,12,0,0,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
20,9,1,5,0.11,1,0.2,18,3,36,36.38,29,30595,211,1699.72,1055,4,15,0.06,58,153,16,16,81,38.98,45,1
20,3,6,2,0.07,2,1,16,1,28,49.24,12.67,7899.91,118,438.88,623.68,1,16,0.03,57,61,27,12,61,28.21,29,1
14,5,4,3,0.1,2,0.67,20,1,25,33.43,19.13,12234.56,121,679.7,639.53,0,19,0.03,55,66,23,16,91,63.24,31,0
16,15,3,8,0.12,2,0.25,36,4,63,25.26,51.45,66858.35,241,3714.35,1299.55,7,30,0.07,85,156,19,23,119,37.62,65,0
28,7,3,4,0.21,2,0.5,14,3,15,30.78,13.5,5608.87,81,311.6,415.47,3,12,0.05,36,45,20,15,78,54.55,19,0
5,1,1,1,0.1,1,1,2,1,10,22.5,8.36,1571.14,47,87.29,188,0,3,0.06,13,34,7,9,17,0,10,0
1,17,4,9,0.5,4,0.44,36,9,18,17.48,32.31,18244.42,111,1013.58,564.71,0,29,0.43,40,71,13,21,21,5.26,18,0
11,1,5,1,0.08,1,1,11,1,12,49.84,4.47,996.88,48,55.38,222.91,0,12,0.02,23,25,18,7,46,63.64,12,0
18,27,6,16,0.25,8,0.5,59,5,62,36.04,49.78,89317.82,305,4962.1,1794.21,0,45,0.15,118,187,32,27,110,19.48,64,0
6,3,1,2,0.22,1,0.5,7,1,9,13.68,9.63,1267.48,31,70.42,131.69,1,7,0.11,14,17,8,11,19,18.18,9,0
1,7,1,4,0.5,3,0.75,16,1,8,14.43,13,2437.9,48,135.44,187.53,0,14,0.27,13,35,5,10,15,0,8,0
0,5,5,3,1,3,1,15,1,0,0,0,0,0,0,0,0,14,0.13,0,0,0,0,24,0,0,0
6,3,0,2,0.18,1,0.5,7,1,11,12.36,20.3,5094.23,70,283.01,250.95,1,7,0.11,29,41,5,7,19,0,11,0
4,20,8,12,0.27,5,0.42,48,1,42,50.06,26.9,36231.7,219,2012.87,1346.79,0,38,0.23,99,120,46,25,52,8.7,44,0
6,7,1,4,0.27,2,0.5,11,1,13,15.91,13.65,2963.84,48,164.66,217.13,3,9,0.17,21,27,10,13,23,13.33,15,0
3,1,1,1,0.33,1,1,2,1,3,8.72,4,139.48,11,7.75,34.87,0,3,0.1,4,7,3,6,10,40,3,0
0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0.03,0,0,0,0,38,0,0,0
5,11,7,6,0.21,5,0.83,25,1,28,37.83,11.63,5117.89,88,284.33,440,5,21,0.11,34,54,19,13,53,39.13,28,0
17,11,1,6,0.14,3,0.5,24,1,37,51.72,17.7,16202.08,172,900.12,915.37,5,20,0.08,59,113,25,15,72,30.19,43,1
1,3,1,2,0.15,1,0.5,6,1,13,16.75,23,8858.36,81,492.13,385.15,1,6,0.12,23,58,9,18,17,0,13,0
6,13,3,7,0.39,4,0.57,32,1,18,32.59,13.12,5614.09,91,311.89,427.74,0,27,0.27,42,49,16,10,26,0,18,0
1,7,3,4,0.4,3,0.75,16,3,10,18.8,11,2275.01,44,126.39,206.82,0,14,0.33,22,22,13,13,12,0,10,0
14,10,1,7,0.24,2,0.29,20,3,27,28.86,15.75,7159.08,86,397.73,454.54,2,15,0.15,27,59,18,21,48,15.63,29,0
8,5,1,3,0.16,2,0.67,13,1,19,18.18,20.68,7775.68,82,431.98,375.97,2,12,0.09,35,47,11,13,32,13.64,19,0
4,3,1,2,0.04,2,1,49,1,49,29.78,92.08,252543.19,615,14030.18,2742.55,1,49,0.04,221,394,12,10,55,0,49,0
6,9,2,5,0.22,4,0.8,19,3,23,19.11,23.43,10491.03,88,582.83,447.7,0,16,0.14,37,51,15,19,35,17.86,23,0
3,3,2,2,0.25,2,1,7,1,8,18.89,5.63,597.79,26,33.21,106.27,1,7,0.15,10,16,8,9,13,0,8,0
3,3,1,2,0.17,1,0.5,8,1,12,15.49,22.5,7840.29,76,435.57,348.46,1,8,0.11,27,49,9,15,18,7.69,12,0
11,7,3,4,0.17,2,0.5,17,1,23,23.89,23,12637.26,108,702.07,549.45,3,15,0.09,46,62,17,17,45,28.13,24,1
19,5,4,4,0.22,4,1,10,1,16,24.09,12.75,3916.29,62,217.57,307.16,0,8,0.08,21,41,14,17,48,42.86,18,0
3,9,1,5,0.5,3,0.6,15,3,10,12.2,18,3953.09,50,219.62,219.62,6,12,0.29,18,32,7,14,17,16.67,10,0
0,5,0,3,0.6,1,0.33,7,3,5,13.11,4.8,301.96,17,16.78,62.91,0,6,0.5,6,11,5,8,6,0,5,0
8,3,0,2,0.07,1,0.5,6,1,28,45.76,22.9,24004.59,206,1333.59,1048.02,1,6,0.05,74,132,21,13,40,6.67,28,0
42,22,3,15,0.18,8,0.53,46,7,78,25.02,66.18,109551.27,307,6086.18,1655.44,6,33,0.1,90,217,17,25,143,21.21,85,0
31,28,5,19,0.23,12,0.63,65,4,82,30.56,55.32,93527.72,274,5195.98,1690.56,8,48,0.15,99,175,34,38,123,7.87,83,0
15,7,0,4,0.17,1,0.25,14,1,21,21.19,14.3,4333.9,69,240.77,303.07,3,12,0.08,26,43,10,11,50,32.25,24,0
0,1,0,1,0.5,1,1,1,1,2,8.15,3.5,99.85,9,5.55,28.53,0,2,0.2,2,7,2,7,5,0,2,0
10,9,3,5,0.28,3,0.6,17,3,16,15.62,25.83,10423.15,88,579.06,403.48,0,14,0.16,31,57,9,15,32,11.11,18,0
1,1,0,1,0.5,1,1,1,1,2,0,0,0,3,0,4.75,0,2,0.2,0,3,0,3,5,0,2,0
23,18,7,10,0.22,7,0.7,35,7,39,44.3,18.86,15752.04,142,875.11,835.34,7,27,0.12,55,87,35,24,81,30.36,45,0
2,5,5,3,0.18,3,1,13,1,17,33.91,8.29,2327.82,63,129.32,280.94,0,12,0.14,29,34,14,8,21,0,17,0
9,1,1,1,0.06,1,1,2,1,15,19.12,16.89,5453.58,79,302.98,322.91,0,3,0.03,38,41,9,8,30,21.05,16,0
4,3,1,2,0.13,1,0.5,9,1,15,15.71,19.38,5897.84,73,327.66,304.4,1,9,0.1,31,42,8,10,21,0,15,0
3,3,1,2,0.33,1,0.5,6,1,6,13.83,11.25,1750.38,36,97.24,155.59,1,6,0.2,15,21,8,12,10,0,6,0
6,17,2,9,0.27,3,0.33,29,1,29,20.17,30.46,18713.14,124,1039.61,614.32,8,22,0.2,44,80,13,18,46,23.68,33,1
14,11,4,6,0.25,6,1,22,1,18,27.07,18.67,9430.96,104,523.94,505.23,5,18,0.12,40,64,15,14,52,50,24,0
0,1,0,1,0.33,1,1,1,1,3,10.8,2.5,67.5,9,3.75,27,0,2,0.2,3,6,3,5,5,0,3,0
5,1,2,1,0.1,1,1,3,1,10,22.45,4.29,412.33,26,22.91,96.21,0,4,0.05,10,16,7,6,19,16.67,10,0
1,19,6,10,0.5,9,0.9,46,1,20,29.14,20.35,12066.79,135,670.38,592.96,0,38,0.32,37,98,10,11,31,16.67,20,0
2,1,0,1,0.13,1,1,1,1,8,5.12,21.67,2405.29,30,133.63,111.01,0,2,0.08,13,17,3,10,12,0,8,0
1,16,3,10,0.43,9,0.9,42,1,23,19.68,29.22,16802.56,114,933.48,575.06,0,34,0.4,55,59,16,17,25,0,23,0
5,3,4,2,0.15,2,1,8,1,13,37.27,5.54,1143.35,47,63.52,206.44,1,8,0.1,18,29,13,8,20,0,13,0
14,9,1,5,0.13,2,0.4,18,1,32,16.9,44.55,33544.41,152,1863.58,753.04,4,15,0.08,49,103,11,20,66,36,38,1
1,5,1,3,0.43,1,0.33,10,1,7,11.62,9.75,1104.67,29,61.37,113.3,0,9,0.33,13,16,6,9,9,0,7,0
9,17,1,9,0.2,2,0.22,29,7,33,21.71,36.56,29017.62,156,1612.09,793.64,8,22,0.16,65,91,16,18,57,28.26,44,1
6,1,1,1,0.07,1,1,2,1,14,23.11,13.5,4212,78,234,312,0,3,0.04,27,51,8,8,28,30,14,0
2,1,1,1,0.5,1,1,2,1,2,7.75,2,31.02,6,1.72,15.51,0,3,0.14,2,4,2,4,7,33.33,2,0
0,1,0,1,0.25,1,1,1,1,4,7.74,1.5,17.41,5,0.97,11.61,0,2,0.2,2,3,2,3,5,0,4,0
4,8,0,7,0.41,1,0.14,15,1,10,11.6,31.21,11297.51,77,627.64,361.93,0,10,0.3,23,54,7,19,23,41.18,17,0
8,3,4,2,0.18,2,1,9,1,11,25.93,6,933.54,36,51.86,155.59,1,9,0.05,12,24,10,10,37,59.26,11,0
11,9,1,5,0.19,3,0.6,20,4,24,20.13,28.77,16657.75,118,925.43,579.01,4,17,0.11,44,74,13,17,45,25,26,0
1,5,2,3,0.5,2,0.67,11,1,6,17.34,8.25,1180.25,35,65.57,143.06,0,10,0.23,9,26,6,11,13,0,6,0
1,1,0,1,0.2,1,1,1,1,5,6.79,8,434.27,21,24.13,54.28,0,2,0.13,8,13,2,4,8,0,5,0
8,5,0,3,0.5,1,0.33,7,1,5,12.26,11,1483.75,33,82.43,134.89,3,6,0.13,12,21,6,11,24,64.29,6,0
11,9,0,5,0.25,1,0.2,16,4,20,13.81,24.89,8552.95,74,475.16,343.65,4,13,0.15,28,46,9,16,34,4.76,20,0
0,1,3,1,0.17,1,1,4,1,6,22.59,2.86,184.37,18,10.24,64.53,0,5,0.14,8,10,7,5,7,0,6,0
0,11,2,6,1,2,0.33,21,6,0,0,0,0,0,0,0,0,17,0.43,0,0,0,0,14,0,0,0
2,3,1,2,0.22,2,1,7,1,9,16.35,6.75,744.94,27,41.39,110.36,0,7,0.17,12,15,8,9,12,0,9,0
0,1,0,1,0.33,1,1,1,1,3,11.58,2.67,82.35,11,4.57,30.88,0,2,0.2,4,7,3,4,5,0,3,0
